Species,Genus,Family,RangeSize,Groups
Lobelia spicata,Lobelia,Campanulaceae,299,Widespread
Carex oligosperma,Carex,Cyperaceae,298,Widespread
Potamogeton illinoensis,Potamogeton,Potamogetonaceae,298,Widespread
Trichanthecium parvifolium,Trichanthecium,Poaceae,298,Widespread
Ludwigia nervosa,Ludwigia,Onagraceae,297,Widespread
Cyperus tenuispica,Cyperus,Cyperaceae,295,Widespread
Glyceria canadensis,Glyceria,Poaceae,294,Widespread
Mimosa somnians,Mimosa,Fabaceae,293,Widespread
Eleocharis parvula,Eleocharis,Cyperaceae,292,Widespread
Phyllanthus stipulatus,Phyllanthus,Phyllanthaceae,291,Widespread
Oenanthe fistulosa,Oenanthe,Apiaceae,290,Widespread
Saururus cernuus,Saururus,Saururaceae,288,Widespread
Scirpus radicans,Scirpus,Cyperaceae,288,Widespread
Echinochloa pyramidalis,Echinochloa,Poaceae,287,Widespread
Elatine triandra,Elatine,Elatinaceae,287,Widespread
Myriophyllum aquaticum,Myriophyllum,Haloragaceae,286,Widespread
Sparganium americanum,Sparganium,Typhaceae,285,Widespread
Leersia virginica,Leersia,Poaceae,283,Widespread
Nymphaea lotus,Nymphaea,Nymphaeaceae,283,Widespread
Elodea nuttallii,Elodea,Hydrocharitaceae,282,Widespread
Bulbostylis junciformis,Bulbostylis,Cyperaceae,281,Widespread
Epilobium latifolium,Epilobium,Onagraceae,280,Widespread
Eleocharis multicaulis,Eleocharis,Cyperaceae,279,Widespread
Triglochin striata,Triglochin,Juncaginaceae,279,Widespread
Blysmus sinocompressus,Blysmus,Cyperaceae,278,Widespread
Veronica anagalloides,Veronica,Plantaginaceae,278,Widespread
Cyperus sphacelatus,Cyperus,Cyperaceae,277,Widespread
Sagittaria guayanensis,Sagittaria,Alismataceae,276,Widespread
Cipura paludosa,Cipura,Iridaceae,275,Widespread
Saccharum spontaneum,Saccharum,Poaceae,274,Widespread
Heliotropium supinum,Heliotropium,Boraginaceae,273,Widespread
Nelumbo lutea,Nelumbo,Nelumbonaceae,272,Widespread
Panicum subalbidum,Panicum,Poaceae,272,Widespread
Caperonia palustris,Caperonia,Euphorbiaceae,271,Widespread
Ruppia cirrhosa,Ruppia,Ruppiaceae,271,Widespread
Beckmannia eruciformis,Beckmannia,Poaceae,270,Widespread
Eleocharis minima,Eleocharis,Cyperaceae,269,Widespread
Ludwigia peruviana,Ludwigia,Onagraceae,269,Widespread
Lycopus exaltatus,Lycopus,Lamiaceae,268,Widespread
Groenlandia densa,Groenlandia,Potamogetonaceae,267,Widespread
Ranunculus penicillatus,Ranunculus,Ranunculaceae,267,Widespread
Sagittaria graminea,Sagittaria,Alismataceae,267,Widespread
Cyperus virens,Cyperus,Cyperaceae,266,Widespread
Lemna minuta,Lemna,Araceae,266,Widespread
Vallisneria americana,Vallisneria,Hydrocharitaceae,265,Widespread
Ludwigia perennis,Ludwigia,Onagraceae,264,Widespread
Acorus gramineus,Acorus,Acoraceae,263,Widespread
Potamogeton amplifolius,Potamogeton,Potamogetonaceae,263,Widespread
Pseudoraphis spinescens,Pseudoraphis,Poaceae,263,Widespread
Utricularia ochroleuca,Utricularia,Lentibulariaceae,262,Widespread
Eleocharis dulcis,Eleocharis,Cyperaceae,261,Widespread
Fimbristylis bisumbellata,Fimbristylis,Cyperaceae,261,Widespread
Juncus gracillimus,Juncus,Juncaceae,261,Widespread
Juncus hybridus,Juncus,Juncaceae,261,Widespread
Bidens laevis,Bidens,Asteraceae,260,Widespread
Oryza latifolia,Oryza,Poaceae,260,Widespread
Azolla caroliniana,Azolla,Salviniaceae,258,Widespread
Carex lacustris,Carex,Cyperaceae,258,Widespread
Ottelia alismoides,Ottelia,Hydrocharitaceae,257,Widespread
Syngonanthus caulescens,Syngonanthus,Eriocaulaceae,257,Widespread
Mayaca fluviatilis,Mayaca,Mayacaceae,256,Widespread
Oryza sativa,Oryza,Poaceae,255,Widespread
Scirpoides holoschoenus,Scirpoides,Cyperaceae,255,Widespread
Echinochloa polystachya,Echinochloa,Poaceae,254,Widespread
Echinochloa stagnina,Echinochloa,Poaceae,254,Widespread
Iris sanguinea,Iris,Iridaceae,254,Widespread
Jaegeria hirta,Jaegeria,Asteraceae,254,Widespread
Cyperus sesquiflorus,Cyperus,Cyperaceae,253,Widespread
Habenaria repens,Habenaria,Orchidaceae,253,Widespread
Persicaria acuminata,Persicaria,Polygonaceae,253,Widespread
Veronica undulata,Veronica,Plantaginaceae,253,Widespread
Ipomoea asarifolia,Ipomoea,Convolvulaceae,252,Widespread
Epilobium amurense,Epilobium,Onagraceae,251,Widespread
Oryza rufipogon,Oryza,Poaceae,251,Widespread
Gonocarpus micranthus,Gonocarpus,Haloragaceae,250,Widespread
Lysimachia davurica,Lysimachia,Primulaceae,250,Widespread
Marsilea minuta,Marsilea,Marsileaceae,250,Widespread
Potamogeton diversifolius,Potamogeton,Potamogetonaceae,250,Widespread
Rorippa islandica,Rorippa,Brassicaceae,250,Widespread
Wolffia columbiana,Wolffia,Araceae,250,Widespread
Limosella australis,Limosella,Plantaginaceae,249,Widespread
Cyperus alternifolius,Cyperus,Cyperaceae,248,Widespread
Carex comosa,Carex,Cyperaceae,247,Widespread
Rhynchospora tenuis,Rhynchospora,Cyperaceae,247,Widespread
Cyperus papyrus,Cyperus,Cyperaceae,246,Widespread
Ranunculus hederaceus,Ranunculus,Ranunculaceae,246,Widespread
Eryngium ebracteatum,Eryngium,Apiaceae,245,Widespread
Utricularia aurea,Utricularia,Lentibulariaceae,245,Widespread
Sesbania punicea,Sesbania,Fabaceae,244,Widespread
Callitriche brutia,Callitriche,Plantaginaceae,243,Widespread
Epilobium coloratum,Epilobium,Onagraceae,243,Widespread
Heteranthera dubia,Heteranthera,Pontederiaceae,243,Widespread
Pontederia diversifolia,Pontederia,Pontederiaceae,243,Widespread
Paepalanthus fluviatilis,Paepalanthus,Eriocaulaceae,241,Widespread
Elatine gratioloides,Elatine,Elatinaceae,240,Widespread
Ludwigia adscendens,Ludwigia,Onagraceae,238,Widespread
Marsilea costulifera,Marsilea,Marsileaceae,236,Widespread
Ranunculus fluitans,Ranunculus,Ranunculaceae,236,Widespread
Juncus tenageia,Juncus,Juncaceae,235,Widespread
Potamogeton octandrus,Potamogeton,Potamogetonaceae,235,Widespread
Juncus microcephalus,Juncus,Juncaceae,233,Widespread
Cyperus diffusus,Cyperus,Cyperaceae,232,Widespread
Alternanthera philoxeroides,Alternanthera,Amaranthaceae,231,Widespread
Cyperus tenuiculmis,Cyperus,Cyperaceae,231,Widespread
Alisma subcordatum,Alisma,Alismataceae,230,Widespread
Hibiscus furcellatus,Hibiscus,Malvaceae,230,Widespread
Cyperus pilosus,Cyperus,Cyperaceae,228,Widespread
Ranunculus cantoniensis,Ranunculus,Ranunculaceae,228,Widespread
Eleocharis montevidensis,Eleocharis,Cyperaceae,227,Widespread
Pilularia globulifera,Pilularia,Marsileaceae,227,Widespread
Xyris savanensis,Xyris,Xyridaceae,227,Widespread
Cuphea melvilla,Cuphea,Lythraceae,226,Widespread
Pontederia azurea,Pontederia,Pontederiaceae,226,Widespread
Juncus pelocarpus,Juncus,Juncaceae,224,Widespread
Chrysopogon nigritanus,Chrysopogon,Poaceae,223,Widespread
Dimeria ornithopoda,Dimeria,Poaceae,223,Widespread
Echinochloa crus-pavonis,Echinochloa,Poaceae,222,Widespread
Oryza barthii,Oryza,Poaceae,221,Widespread
Proserpinaca palustris,Proserpinaca,Haloragaceae,221,Widespread
Ranunculus natans,Ranunculus,Ranunculaceae,221,Widespread
Sagittaria montevidensis,Sagittaria,Alismataceae,220,Widespread
Dianthera americana,Dianthera,Acanthaceae,219,Widespread
Cabomba caroliniana,Cabomba,Cabombaceae,218,Widespread
Carex eleusinoides,Carex,Cyperaceae,217,Widespread
Cyperus michelianus,Cyperus,Cyperaceae,217,Widespread
Iris virginica,Iris,Iridaceae,217,Widespread
Nuphar advena,Nuphar,Nymphaeaceae,217,Widespread
Peltandra virginica,Peltandra,Araceae,217,Widespread
Cuphea racemosa,Cuphea,Lythraceae,216,Widespread
Iris missouriensis,Iris,Iridaceae,216,Widespread
Sparganium gramineum,Sparganium,Typhaceae,216,Widespread
Wolffia brasiliensis,Wolffia,Araceae,216,Widespread
Elatine hexandra,Elatine,Elatinaceae,215,Widespread
Cicuta douglasii,Cicuta,Apiaceae,214,Widespread
Tristicha trifaria,Tristicha,Podostemaceae,214,Widespread
Callitriche obtusangula,Callitriche,Plantaginaceae,213,Widespread
Eleocharis rostellata,Eleocharis,Cyperaceae,213,Widespread
Eriophorum callitrix,Eriophorum,Cyperaceae,213,Widespread
Illecebrum verticillatum,Illecebrum,Caryophyllaceae,213,Widespread
Oryza glaberrima,Oryza,Poaceae,213,Widespread
Cyperus ochraceus,Cyperus,Cyperaceae,212,Widespread
Eleocharis flavescens,Eleocharis,Cyperaceae,212,Widespread
Limnocharis flava,Limnocharis,Alismataceae,212,Widespread
Wolffia arrhiza,Wolffia,Araceae,212,Widespread
Vallisneria spiralis,Vallisneria,Hydrocharitaceae,211,Widespread
Rotala rotundifolia,Rotala,Lythraceae,209,Widespread
Eriocaulon aquaticum,Eriocaulon,Eriocaulaceae,208,Widespread
Ottelia ovalifolia,Ottelia,Hydrocharitaceae,207,Widespread
Caperonia castaneifolia,Caperonia,Euphorbiaceae,206,Widespread
Halerpestes sarmentosa,Halerpestes,Ranunculaceae,206,Widespread
Lobelia chinensis,Lobelia,Campanulaceae,206,Widespread
Potamogeton acutifolius,Potamogeton,Potamogetonaceae,206,Widespread
Cotula coronopifolia,Cotula,Asteraceae,205,Widespread
Rhynchospora marisculus,Rhynchospora,Cyperaceae,205,Widespread
Adenaria floribunda,Adenaria,Lythraceae,204,Widespread
Fuirena simplex,Fuirena,Cyperaceae,204,Widespread
Glossostigma diandrum,Glossostigma,Phrymaceae,204,Widespread
Bidens parviflora,Bidens,Asteraceae,203,Widespread
Stuckenia vaginata,Stuckenia,Potamogetonaceae,203,Widespread
Aeschynomene rudis,Aeschynomene,Fabaceae,202,Widespread
Fimbristylis spadicea,Fimbristylis,Cyperaceae,202,Widespread
Ischaemum rugosum,Ischaemum,Poaceae,202,Widespread
Clitoria falcata,Clitoria,Fabaceae,201,Widespread
Cyperus glomeratus,Cyperus,Cyperaceae,201,Widespread
Schoenoplectus californicus,Schoenoplectus,Cyperaceae,201,Widespread
Urospatha sagittifolia,Urospatha,Araceae,199,Widespread
Fimbristylis aestivalis,Fimbristylis,Cyperaceae,198,Widespread
Saururus chinensis,Saururus,Saururaceae,198,Widespread
Lemna valdiviana,Lemna,Araceae,197,Widespread
Lythrum junceum,Lythrum,Lythraceae,197,Widespread
Rotala indica,Rotala,Lythraceae,197,Widespread
Epilobium pyrricholophum,Epilobium,Onagraceae,196,Widespread
Eulophia alta,Eulophia,Orchidaceae,196,Widespread
Canna glauca,Canna,Cannaceae,195,Widespread
Carex emoryi,Carex,Cyperaceae,195,Widespread
Floscopa scandens,Floscopa,Commelinaceae,195,Widespread
Helosciadium inundatum,Helosciadium,Apiaceae,194,Widespread
Sagittaria lancifolia,Sagittaria,Alismataceae,194,Widespread
Eleocharis elliptica,Eleocharis,Cyperaceae,193,Widespread
Neptunia plena,Neptunia,Fabaceae,193,Widespread
Oenanthe crocata,Oenanthe,Apiaceae,193,Widespread
Philydrum lanuginosum,Philydrum,Philydraceae,193,Widespread
Nasturtium microphyllum,Nasturtium,Brassicaceae,192,Widespread
Myriophyllum heterophyllum,Myriophyllum,Haloragaceae,191,Widespread
Cuphea antisyphilitica,Cuphea,Lythraceae,190,Widespread
Cuphea micrantha,Cuphea,Lythraceae,190,Widespread
Fimbristylis microcarya,Fimbristylis,Cyperaceae,190,Widespread
Iris laevigata,Iris,Iridaceae,190,Widespread
Isolepis inundata,Isolepis,Cyperaceae,190,Widespread
Ludwigia affinis,Ludwigia,Onagraceae,190,Widespread
Ludwigia grandiflora,Ludwigia,Onagraceae,190,Widespread
Lycopus asper,Lycopus,Lamiaceae,190,Widespread
Ceratopteris pteridoides,Ceratopteris,Pteridaceae,189,Widespread
Decodon verticillatus,Decodon,Lythraceae,189,Widespread
Potamogeton coloratus,Potamogeton,Potamogetonaceae,189,Widespread
Aquarius paniculatus,Aquarius,Alismataceae,188,Widespread
Carex diluta,Carex,Cyperaceae,187,Widespread
Coldenia procumbens,Coldenia,Boraginaceae,187,Widespread
Eleocharis mutata,Eleocharis,Cyperaceae,187,Widespread
Leptochloa chinensis,Leptochloa,Poaceae,187,Widespread
Pontederia rotundifolia,Pontederia,Pontederiaceae,187,Widespread
Phragmites karka,Phragmites,Poaceae,186,Widespread
Hypericum elodes,Hypericum,Hypericaceae,185,Widespread
Cyperus acuminatus,Cyperus,Cyperaceae,183,Widespread
Nymphoides crenata,Nymphoides,Menyanthaceae,183,Widespread
Schoenus apogon,Schoenus,Cyperaceae,182,Widespread
Persicaria attenuata,Persicaria,Polygonaceae,180,Widespread
Utricularia stellaris,Utricularia,Lentibulariaceae,180,Widespread
Echinodorus berteroi,Echinodorus,Alismataceae,179,Widespread
Nymphaea ampla,Nymphaea,Nymphaeaceae,179,Widespread
Cyperus melanospermus,Cyperus,Cyperaceae,178,Widespread
Juncus atratus,Juncus,Juncaceae,178,Widespread
Zizania aquatica,Zizania,Poaceae,178,Widespread
Cyperus giganteus,Cyperus,Cyperaceae,177,Widespread
Salvinia minima,Salvinia,Salviniaceae,177,Widespread
Lindernia procumbens,Lindernia,Linderniaceae,176,Widespread
Cleome aculeata,Cleome,Cleomaceae,175,Widespread
Fimbristylis quinquangularis,Fimbristylis,Cyperaceae,175,Widespread
Marsilea mutica,Marsilea,Marsileaceae,174,Widespread
Typha minima,Typha,Typhaceae,174,Widespread
Cyperus prolixus,Cyperus,Cyperaceae,173,Widespread
Nymphaea maculata,Nymphaea,Nymphaeaceae,173,Widespread
Ludwigia abyssinica,Ludwigia,Onagraceae,172,Widespread
Ludwigia helminthorrhiza,Ludwigia,Onagraceae,172,Widespread
Ranunculus ophioglossifolius,Ranunculus,Ranunculaceae,172,Widespread
Schoenoplectiella juncoides,Schoenoplectiella,Cyperaceae,172,Widespread
Eleocharis sellowiana,Eleocharis,Cyperaceae,171,Widespread
Gynerium sagittatum,Gynerium,Poaceae,171,Widespread
Carex adelostoma,Carex,Cyperaceae,170,Widespread
Eleocharis yokoscensis,Eleocharis,Cyperaceae,170,Widespread
Potamogeton robbinsii,Micranthemum,Linderniaceae,170,Widespread
Ranunculus multifidus,Ranunculus,Ranunculaceae,170,Widespread
Alternanthera ficoidea,Alternanthera,Amaranthaceae,169,Widespread
Ammannia robusta,Ammannia,Lythraceae,169,Widespread
Cabomba furcata,Cabomba,Cabombaceae,169,Widespread
Crassula aquatica,Crassula,Crassulaceae,169,Widespread
Carex davalliana,Carex,Cyperaceae,168,Widespread
Cyperus subsquarrosus,Cyperus,Cyperaceae,168,Widespread
Elatine alsinastrum,Elatine,Elatinaceae,168,Widespread
Eleocharis tenuis,Eleocharis,Cyperaceae,168,Widespread
Echinochloa walteri,Echinochloa,Poaceae,167,Widespread
Bacopa salzmannii,Bacopa,Plantaginaceae,166,Widespread
Carex vesicata,Carex,Cyperaceae,165,Widespread
Cyperus blepharoleptos,Cyperus,Cyperaceae,165,Widespread
Bacopa rotundifolia,Bacopa,Plantaginaceae,164,Widespread
Carex sartwellii,Carex,Cyperaceae,164,Widespread
Cyperus reflexus,Cyperus,Cyperaceae,163,Widespread
Commelina subulata,Commelina,Commelinaceae,162,Widespread
Najas graminea,Najas,Hydrocharitaceae,162,Widespread
Paspalum notatum,Paspalum,Poaceae,162,Widespread
Potamogeton tricarinatus,Potamogeton,Potamogetonaceae,162,Widespread
Ranunculus pulchellus,Ranunculus,Ranunculaceae,162,Widespread
Sparganium fluctuans,Sparganium,Typhaceae,162,Widespread
Sparganium stoloniferum,Sparganium,Typhaceae,162,Widespread
Eriocaulon setaceum,Eriocaulon,Eriocaulaceae,161,Widespread
Torenia crustacea,Torenia,Linderniaceae,161,Widespread
Blyxa aubertii,Blyxa,Hydrocharitaceae,160,Widespread
Bolbitis heteroclita,Bolbitis,Polypodiaceae,160,Widespread
Persicaria chinensis,Persicaria,Polygonaceae,160,Widespread
Torenia thouarsii,Torenia,Linderniaceae,160,Widespread
Utricularia stygia,Utricularia,Lentibulariaceae,160,Widespread
Sesbania exasperata,Sesbania,Fabaceae,159,Widespread
Tagetes filifolia,Tagetes,Asteraceae,159,Widespread
Aquarius cordifolius,Aquarius,Alismataceae,158,Widespread
Erythranthe geyeri,Erythranthe,Phrymaceae,158,Widespread
Floscopa glomerata,Floscopa,Commelinaceae,158,Widespread
Luronium natans,Luronium,Alismataceae,158,Widespread
Rhynchospora emaciata,Rhynchospora,Cyperaceae,158,Widespread
Rorippa curvipes,Rorippa,Brassicaceae,158,Widespread
Utricularia purpurea,Utricularia,Lentibulariaceae,158,Widespread
Heteranthera rotundifolia,Heteranthera,Pontederiaceae,157,Widespread
Marsilea exarata,Marsilea,Marsileaceae,157,Widespread
Ottelia ulvifolia,Ottelia,Hydrocharitaceae,157,Widespread
Ranunculus pallasii,Ranunculus,Ranunculaceae,157,Widespread
Rorippa curvisiliqua,Rorippa,Brassicaceae,157,Widespread
Aquarius grandiflorus,Aquarius,Alismataceae,156,Widespread
Bacopa floribunda,Bacopa,Plantaginaceae,156,Widespread
Hygrophila ringens,Hygrophila,Acanthaceae,156,Widespread
Rhynchospora velutina,Rhynchospora,Cyperaceae,155,Widespread
Cladium mariscoides,Cladium,Cyperaceae,154,Widespread
Eleocharis compressa,Eleocharis,Cyperaceae,154,Widespread
Montia chamissoi,Montia,Montiaceae,154,Widespread
Fuirena pubescens,Fuirena,Cyperaceae,153,Widespread
Moorochloa eruciformis,Moorochloa,Poaceae,153,Widespread
Carex curaica,Carex,Cyperaceae,152,Widespread
Cyperus sanguinolentus,Cyperus,Cyperaceae,152,Widespread
Cyperus amuricus,Cyperus,Cyperaceae,151,Widespread
Cyperus entrerianus,Cyperus,Cyperaceae,151,Widespread
Najas tenuifolia,Najas,Hydrocharitaceae,151,Widespread
Gratiola peruviana,Gratiola,Plantaginaceae,149,Widespread
Crassula peduncularis,Crassula,Crassulaceae,148,Widespread
Cyperus pulchellus,Cyperus,Cyperaceae,148,Widespread
Epilobium minutiflorum,Epilobium,Onagraceae,148,Widespread
Schoenoplectus subterminalis,Schoenoplectus,Cyperaceae,148,Widespread
Staelia virgata,Staelia,Rubiaceae,148,Widespread
Cyperus meyenianus,Cyperus,Cyperaceae,147,Widespread
Juncus diffusissimus,Juncus,Juncaceae,147,Widespread
Ranunculus flabellaris,Ranunculus,Ranunculaceae,147,Widespread
Zizania palustris,Zizania,Poaceae,147,Widespread
Hypolytrum longifolium,Hypolytrum,Cyperaceae,146,Widespread
Rhynchospora contracta,Rhynchospora,Cyperaceae,146,Widespread
Schoenoplectiella mucronata,Schoenoplectiella,Cyperaceae,146,Widespread
Syngonanthus gracilis,Syngonanthus,Eriocaulaceae,146,Widespread
Bergia ammannioides,Bergia,Elatinaceae,145,Widespread
Crassula helmsii,Crassula,Crassulaceae,145,Widespread
Potamogeton ochreatus,Potamogeton,Potamogetonaceae,145,Widespread
Epilobium hirtigerum,Epilobium,Onagraceae,144,Widespread
Grangea maderaspatana,Grangea,Asteraceae,144,Widespread
Helanthium tenellum,Helanthium,Alismataceae,144,Widespread
Hydrocharis laevigata,Hydrocharis,Hydrocharitaceae,144,Widespread
Samolus ebracteatus,Samolus,Primulaceae,144,Widespread
Utricularia juncea,Utricularia,Lentibulariaceae,144,Widespread
Abildgaardia ovata,Abildgaardia,Cyperaceae,143,Widespread
Leptochloa scabra,Leptochloa,Poaceae,143,Widespread
Burmannia bicolor,Burmannia,Burmanniaceae,142,Widespread
Cyanotis axillaris,Cyanotis,Commelinaceae,142,Widespread
Hydrocleys nymphoides,Hydrocleys,Alismataceae,142,Widespread
Sagittaria platyphylla,Sagittaria,Alismataceae,142,Widespread
Sagittaria rhombifolia,Sagittaria,Alismataceae,142,Widespread
Adenostemma viscosum,Adenostemma,Asteraceae,141,Widespread
Hymenachne donacifolia,Hymenachne,Poaceae,141,Widespread
Vallisneria nana,Vallisneria,Hydrocharitaceae,141,Widespread
Caltha natans,Caltha,Ranunculaceae,140,Widespread
Clinopodium brownei,Clinopodium,Lamiaceae,140,Widespread
Fimbristylis nutans,Fimbristylis,Cyperaceae,140,Widespread
Hydrocotyle javanica,Hydrocotyle,Araliaceae,140,Widespread
Paspalum orbiculatum,Paspalum,Poaceae,140,Widespread
Potamogeton spirillus,Potamogeton,Potamogetonaceae,140,Widespread
Lysimachia hybrida,Lysimachia,Primulaceae,139,Widespread
Machaerina juncea,Machaerina,Cyperaceae,139,Widespread
Pleuropogon sabinei,Pleuropogon,Poaceae,139,Widespread
Bidens beckii,Bidens,Asteraceae,138,Widespread
Fimbristylis vahlii,Fimbristylis,Cyperaceae,138,Widespread
Cyperus serotinus,Cyperus,Cyperaceae,137,Widespread
Donax canniformis,Donax,Marantaceae,137,Widespread
Marsilea polycarpa,Marsilea,Marsileaceae,137,Widespread
Oxypolis rigidior,Oxypolis,Apiaceae,137,Widespread
Pogostemon stellatus,Pogostemon,Lamiaceae,137,Widespread
Eleocharis quadrangulata,Eleocharis,Cyperaceae,136,Widespread
Utricularia dichotoma,Utricularia,Lentibulariaceae,136,Widespread
Eleocharis retroflexa,Eleocharis,Cyperaceae,135,Widespread
Fimbristylis tetragona,Fimbristylis,Cyperaceae,134,Widespread
Glyceria septentrionalis,Glyceria,Poaceae,134,Widespread
Juncus wallichianus,Juncus,Juncaceae,134,Widespread
Persicaria senegalensis,Persicaria,Polygonaceae,134,Widespread
Urochloa fusca,Urochloa,Poaceae,134,Widespread
Dianthera laevilinguis,Dianthera,Acanthaceae,133,Widespread
